date,season,teamA,teamB,teamA_home,teamA_score,teamB_score,teamA_moneyLine,teamB_moneyLine,total,spread,secondHalfTotal
2009-03-13,2009,Cleveland,Sacramento,0,126,123,-650.0,450.0,199.5,10.0,100.5
2009-03-13,2009,Dallas,Golden State,0,110,119,-125.0,105.0,224.0,1.5,110.0
2009-03-13,2009,Detroit,Toronto,0,99,95,-120.0,100.0,193.5,1.0,95.5
2009-03-13,2009,Milwaukee,New Orleans,1,86,95,170.0,-200.0,198.0,-4.5,101.0
2009-03-13,2009,Minnesota,New York,1,94,102,180.0,-220.0,220.5,-5.0,110.5
2009-03-13,2009,New Jersey,Portland,0,100,109,250.0,-300.0,195.5,-7.0,97.5
2009-03-13,2009,Orlando,Washington,0,112,103,-350.0,290.0,200.0,7.5,101.0
2009-03-14,2009,Charlotte,Minnesota,0,100,108,-220.0,180.0,190.5,5.0,96.5
2009-03-14,2009,Chicago,New Orleans,1,97,79,110.0,-130.0,193.5,-2.0,97.5
2009-03-14,2009,Denver,LA Clippers,1,107,94,-1200.0,750.0,207.0,12.5,102.5
2009-03-14,2009,Houston,San Antonio,1,85,88,-145.0,125.0,182.0,2.5,92.0
2009-03-14,2009,Miami,Utah,1,140,129,125.0,-145.0,203.0,-2.5,104.5
2009-03-14,2009,Oklahoma City,Phoenix,0,95,106,305.0,-365.0,234.0,-8.0,114.0
2009-03-15,2009,Atlanta,Portland,1,98,80,-185.0,165.0,188.0,4.0,94.5
2009-03-15,2009,Boston,Milwaukee,0,77,86,-260.0,220.0,197.5,6.0,99.5
2009-03-15,2009,Cleveland,New York,1,98,93,-600.0,400.0,210.0,10.0,104.0
2009-03-15,2009,Dallas,LA Lakers,0,100,107,350.0,-500.0,209.5,-8.5,103.5
2009-03-15,2009,Detroit,Memphis,1,84,89,-400.0,320.0,182.5,8.5,93.5
2009-03-15,2009,Golden State,Phoenix,1,130,154,-125.0,105.0,244.5,1.5,122.0
2009-03-15,2009,Indiana,Toronto,0,87,110,130.0,-150.0,214.5,-3.0,106.5
2009-03-15,2009,LA Clippers,New Jersey,1,107,105,115.0,-135.0,200.5,-2.0,101.0
2009-03-15,2009,Miami,Philadelphia,0,77,85,260.0,-320.0,196.0,-7.0,98.5
2009-03-15,2009,Orlando,Utah,1,105,87,-240.0,200.0,203.5,5.5,104.0
2009-03-15,2009,Sacramento,Washington,0,104,106,125.0,-145.0,212.0,-2.5,106.5
2009-03-16,2009,Charlotte,Toronto,1,112,86,-310.0,260.0,194.0,7.5,97.0
2009-03-16,2009,Denver,New Jersey,1,121,96,-1300.0,800.0,204.0,13.5,101.0
2009-03-16,2009,Houston,New Orleans,0,95,84,220.0,-260.0,181.0,-6.0,90.5
2009-03-16,2009,Memphis,Portland,1,92,103,220.0,-260.0,189.0,-6.0,94.0
2009-03-16,2009,Oklahoma City,San Antonio,1,78,76,190.0,-230.0,186.5,-5.0,92.5
2009-03-17,2009,Atlanta,Sacramento,1,119,97,-1000.0,650.0,204.0,12.0,100.5
2009-03-17,2009,Boston,Chicago,0,121,127,-118.0,-102.0,195.5,1.5,98.0
2009-03-17,2009,Cleveland,Orlando,1,97,93,-310.0,255.0,191.5,6.5,96.0
2009-03-17,2009,Dallas,Detroit,1,103,101,-310.0,255.0,187.5,7.0,92.0
2009-03-17,2009,Golden State,LA Clippers,1,127,120,-175.0,155.0,224.5,3.5,110.0
2009-03-17,2009,LA Lakers,Philadelphia,1,93,94,-570.0,460.0,206.5,9.5,104.0
2009-03-17,2009,Minnesota,San Antonio,0,86,93,475.0,-600.0,189.0,-9.5,97.0
2009-03-17,2009,Utah,Washington,1,103,88,-2800.0,1800.0,203.5,15.5,103.0
2009-03-18,2009,Boston,Miami,1,112,108,-330.0,270.0,184.5,7.5,92.5
2009-03-18,2009,Charlotte,Sacramento,1,104,88,-1800.0,1100.0,199.5,13.5,97.0
2009-03-18,2009,Chicago,Oklahoma City,0,103,96,105.0,-125.0,202.5,-1.5,101.0
2009-03-18,2009,Denver,Memphis,0,111,109,-275.0,235.0,200.5,6.5,99.0
2009-03-18,2009,Detroit,Houston,0,101,106,350.0,-500.0,176.0,-9.0,86.5
2009-03-18,2009,Indiana,Portland,1,85,95,110.0,-130.0,203.0,-2.0,100.5
2009-03-18,2009,LA Clippers,Washington,1,123,108,-280.0,240.0,203.5,6.5,105.5
2009-03-18,2009,Milwaukee,Orlando,1,80,106,200.0,-240.0,202.0,-5.5,102.0
2009-03-18,2009,Minnesota,New Orleans,0,93,94,900.0,-1400.0,192.5,-12.5,100.0
2009-03-18,2009,New Jersey,New York,0,115,89,270.0,-330.0,214.5,-7.5,107.0
2009-03-18,2009,Philadelphia,Phoenix,0,116,126,250.0,-300.0,225.5,-7.5,113.5
2009-03-19,2009,Atlanta,Dallas,1,95,87,-230.0,190.0,196.5,5.5,96.0
2009-03-19,2009,Cleveland,Portland,1,97,92,-700.0,500.0,186.5,10.5,92.5
2009-03-19,2009,Golden State,LA Lakers,0,106,114,1100.0,-1400.0,232.0,-13.0,115.0
2009-03-20,2009,Boston,San Antonio,0,80,77,145.0,-165.0,183.0,-3.5,91.0
2009-03-20,2009,Charlotte,Toronto,0,102,89,105.0,-125.0,194.5,-1.5,95.5
2009-03-20,2009,Dallas,Indiana,0,94,92,120.0,-140.0,211.5,-2.5,105.0
2009-03-20,2009,Denver,Washington,1,116,105,-2000.0,1200.0,212.0,14.0,108.0
2009-03-20,2009,Detroit,LA Clippers,1,108,90,-280.0,240.0,190.0,6.5,94.0
2009-03-20,2009,Golden State,Philadelphia,1,119,111,105.0,-125.0,225.0,-1.5,112.0
2009-03-20,2009,Houston,Minnesota,1,107,88,-800.0,600.0,193.0,11.0,98.5
2009-03-20,2009,Memphis,New Orleans,0,84,96,650.0,-900.0,190.0,-11.5,95.5
2009-03-20,2009,Miami,New Jersey,0,88,96,-140.0,120.0,197.5,2.5,99.0
2009-03-20,2009,New York,Sacramento,1,94,121,-500.0,350.0,224.5,9.0,108.5
2009-03-20,2009,Oklahoma City,Utah,1,94,101,165.0,-185.0,199.0,-4.0,100.5
2009-03-21,2009,Atlanta,Cleveland,0,96,102,280.0,-340.0,186.0,-7.5,95.5
2009-03-21,2009,Boston,Memphis,0,105,87,-360.0,300.0,192.0,8.0,96.5
2009-03-21,2009,Charlotte,Indiana,1,83,108,-300.0,250.0,198.5,6.5,97.5
2009-03-21,2009,Chicago,LA Lakers,1,109,117,145.0,-165.0,212.5,-3.5,106.0
2009-03-21,2009,Milwaukee,Portland,1,84,96,130.0,-150.0,192.5,-3.0,97.0
2009-03-21,2009,New York,Orlando,0,103,110,800.0,-1100.0,214.5,-13.0,105.0
2009-03-21,2009,Phoenix,Washington,1,128,96,-2500.0,1250.0,232.0,14.5,118.0
2009-03-22,2009,Cleveland,New Jersey,0,96,88,-260.0,220.0,190.0,6.5,95.5
2009-03-22,2009,Detroit,Miami,1,96,101,-135.0,115.0,183.0,2.0,92.0
2009-03-22,2009,Golden State,New Orleans,0,89,99,325.0,-450.0,215.5,-8.5,105.5
2009-03-22,2009,Houston,San Antonio,0,87,85,135.0,-155.0,177.5,-3.0,88.0
2009-03-22,2009,LA Clippers,Toronto,0,76,100,170.0,-200.0,210.0,-4.5,104.0
2009-03-22,2009,Minnesota,Oklahoma City,1,90,97,115.0,-135.0,199.5,-2.0,100.0
2009-03-22,2009,Philadelphia,Sacramento,0,112,100,-220.0,180.0,207.5,5.0,101.5
2009-03-23,2009,Atlanta,Minnesota,1,109,97,-950.0,675.0,195.0,12.0,99.5
2009-03-23,2009,Boston,LA Clippers,1,90,77,-3300.0,2200.0,200.0,15.0,100.0
2009-03-23,2009,Chicago,Washington,0,101,99,-350.0,290.0,209.0,8.0,104.5
2009-03-23,2009,Denver,Phoenix,0,115,118,150.0,-170.0,236.0,-3.5,116.5
2009-03-23,2009,Memphis,Miami,0,82,94,330.0,-420.0,195.0,-8.5,96.0
2009-03-23,2009,New York,Orlando,1,102,106,220.0,-260.0,216.0,-6.5,108.0
2009-03-23,2009,Philadelphia,Portland,0,114,108,310.0,-380.0,191.0,-8.0,95.5
2009-03-24,2009,Chicago,Detroit,1,99,91,-200.0,170.0,190.0,4.5,94.5
2009-03-24,2009,Golden State,San Antonio,0,106,107,320.0,-400.0,208.0,-8.0,104.0
2009-03-24,2009,Houston,Utah,0,86,99,230.0,-270.0,194.0,-6.0,97.0
2009-03-24,2009,LA Lakers,Oklahoma City,0,107,89,-360.0,300.0,207.5,7.5,102.5
2009-03-25,2009,Atlanta,San Antonio,1,92,102,-290.0,245.0,179.0,7.0,90.5
2009-03-25,2009,Boston,Orlando,0,82,84,140.0,-160.0,189.0,-3.5,95.0
2009-03-25,2009,Charlotte,Washington,0,93,95,-300.0,250.0,191.5,7.0,95.5
2009-03-25,2009,Cleveland,New Jersey,1,98,87,-1100.0,850.0,189.5,12.5,95.5
2009-03-25,2009,Dallas,Golden State,1,128,106,-550.0,425.0,225.0,9.0,111.0
2009-03-25,2009,Denver,New Orleans,0,101,88,160.0,-180.0,196.5,-4.0,98.5
2009-03-25,2009,Indiana,Miami,1,90,88,100.0,-120.0,205.0,-1.0,102.5
2009-03-25,2009,LA Clippers,New York,0,140,135,220.0,-260.0,217.5,-6.0,107.5
2009-03-25,2009,Milwaukee,Toronto,0,106,115,155.0,-175.0,201.0,-4.0,99.0
2009-03-25,2009,Minnesota,Philadelphia,0,88,96,475.0,-650.0,200.5,-10.0,103.5
2009-03-25,2009,Phoenix,Utah,1,118,114,-155.0,135.0,229.0,3.0,117.0
2009-03-26,2009,Chicago,Miami,1,106,87,-240.0,200.0,202.5,5.5,102.5
2009-03-26,2009,Detroit,LA Lakers,1,77,92,320.0,-440.0,193.5,-9.0,95.5
2009-03-26,2009,Phoenix,Portland,0,109,129,240.0,-280.0,221.0,-6.5,110.5
2009-03-27,2009,Atlanta,Boston,1,93,99,-120.0,100.0,186.0,1.0,93.0
2009-03-27,2009,Charlotte,Philadelphia,0,100,95,175.0,-210.0,188.0,-4.5,92.5
2009-03-27,2009,Cleveland,Minnesota,1,107,85,-2000.0,1200.0,192.5,14.0,99.5
2009-03-27,2009,Dallas,Denver,1,101,103,-165.0,145.0,205.0,3.5,101.0
2009-03-27,2009,LA Clippers,San Antonio,0,98,111,600.0,-800.0,193.0,-11.5,95.5
2009-03-27,2009,LA Lakers,New Jersey,0,103,95,-300.0,250.0,205.0,6.5,100.5
2009-03-27,2009,Memphis,Sacramento,0,113,95,135.0,-155.0,209.5,-3.0,104.0
2009-03-27,2009,Milwaukee,Orlando,0,94,110,800.0,-1200.0,198.0,-11.5,99.0
2009-03-27,2009,New Orleans,New York,0,93,103,-200.0,170.0,205.5,4.0,102.5
2009-03-27,2009,Oklahoma City,Toronto,0,96,112,190.0,-230.0,201.5,-5.0,99.0
2009-03-28,2009,Charlotte,New York,1,96,85,-300.0,250.0,206.0,6.5,101.5
2009-03-28,2009,Chicago,Indiana,1,112,106,-450.0,350.0,213.0,8.5,106.5
2009-03-28,2009,Denver,Golden State,1,129,116,-1150.0,950.0,229.5,12.0,113.0
2009-03-28,2009,Detroit,Washington,0,98,96,-180.0,160.0,191.0,4.0,97.0
2009-03-28,2009,Houston,LA Clippers,1,110,93,-2800.0,1800.0,195.0,15.5,97.0
2009-03-28,2009,Memphis,Portland,0,66,86,850.0,-1150.0,190.0,-13.0,94.5
2009-03-28,2009,Miami,Milwaukee,1,102,85,-470.0,370.0,197.5,8.5,99.0
2009-03-28,2009,Phoenix,Utah,0,99,104,400.0,-500.0,230.0,-9.0,112.5
2009-03-29,2009,Atlanta,LA Lakers,1,86,76,145.0,-165.0,199.5,-3.5,98.5
2009-03-29,2009,Boston,Oklahoma City,1,103,84,-725.0,550.0,191.5,10.5,94.5
2009-03-29,2009,Chicago,Toronto,0,129,134,105.0,-125.0,209.0,-1.5,104.0
2009-03-29,2009,Cleveland,Dallas,1,102,74,-515.0,425.0,190.5,9.0,95.5
2009-03-29,2009,Detroit,Philadelphia,1,101,97,-130.0,110.0,184.5,2.0,92.5
2009-03-29,2009,Indiana,Washington,1,124,115,-525.0,415.0,207.0,9.5,105.0
2009-03-29,2009,Minnesota,New Jersey,1,108,99,158.0,-180.0,199.5,-4.5,100.5
2009-03-29,2009,New Orleans,San Antonio,1,90,86,105.0,-125.0,178.0,-2.0,90.0
2009-03-29,2009,Phoenix,Sacramento,0,118,126,-260.0,220.0,236.0,6.0,117.5
2009-03-30,2009,Golden State,Memphis,1,109,114,-235.0,195.0,221.0,5.5,110.5
2009-03-30,2009,Miami,Orlando,1,95,101,115.0,-135.0,193.0,-2.5,95.0
2009-03-30,2009,Milwaukee,New Jersey,0,107,78,130.0,-150.0,200.5,-3.0,101.0
2009-03-30,2009,New York,Utah,0,104,112,600.0,-800.0,214.0,-11.0,104.5
2009-03-31,2009,Atlanta,Philadelphia,0,85,98,110.0,-130.0,193.5,-2.0,98.0
2009-03-31,2009,Charlotte,LA Lakers,1,94,84,205.0,-245.0,191.5,-5.5,96.0
2009-03-31,2009,Chicago,Indiana,0,105,107,120.0,-140.0,215.5,-2.5,108.0
2009-03-31,2009,Cleveland,Detroit,1,79,73,-600.0,450.0,180.0,10.0,89.5
2009-03-31,2009,Dallas,Minnesota,0,108,88,-375.0,305.0,200.0,8.0,98.5
2009-03-31,2009,Denver,New York,1,111,104,-1300.0,850.0,221.0,12.5,109.0
2009-03-31,2009,New Orleans,Sacramento,0,111,110,-245.0,205.0,201.5,6.0,103.5
2009-03-31,2009,Oklahoma City,San Antonio,0,96,95,800.0,-1200.0,188.5,-13.0,94.0
2009-03-31,2009,Portland,Utah,1,125,104,-255.0,215.0,192.0,6.0,98.0
2009-04-01,2009,Boston,Charlotte,1,111,109,-400.0,320.0,181.5,8.0,90.0
2009-04-01,2009,Dallas,Miami,1,98,96,-220.0,180.0,196.5,5.5,98.5
2009-04-01,2009,Detroit,New Jersey,0,98,111,100.0,-120.0,187.0,-1.0,93.5
2009-04-01,2009,Golden State,Sacramento,1,143,141,-360.0,300.0,239.0,8.0,117.0
2009-04-01,2009,Houston,Phoenix,0,109,114,110.0,-130.0,222.5,-2.0,110.0
2009-04-01,2009,LA Clippers,New Orleans,1,98,104,165.0,-185.0,196.0,-4.0,99.0
2009-04-01,2009,LA Lakers,Milwaukee,0,104,98,-300.0,250.0,203.0,7.0,101.5
2009-04-01,2009,Memphis,Washington,1,112,107,-155.0,135.0,201.0,3.0,103.5
2009-04-01,2009,Orlando,Toronto,1,95,99,-600.0,400.0,206.0,10.0,102.0
2009-04-02,2009,Cleveland,Washington,0,101,109,-550.0,450.0,197.5,10.0,98.5
2009-04-02,2009,Denver,Utah,1,114,104,-220.0,180.0,209.0,5.5,109.0
2009-04-02,2009,Milwaukee,Philadelphia,0,95,105,290.0,-350.0,199.0,-7.5,100.5
2009-04-03,2009,Atlanta,Boston,0,92,104,170.0,-200.0,187.5,-4.5,96.0
2009-04-03,2009,Charlotte,Miami,1,92,97,-210.0,175.0,183.0,5.0,91.5
2009-04-03,2009,Cleveland,Orlando,0,87,116,145.0,-165.0,187.0,-3.5,93.0
2009-04-03,2009,Dallas,Memphis,0,102,107,-300.0,250.0,196.0,7.0,97.5
2009-04-03,2009,Golden State,New Orleans,1,111,103,210.0,-250.0,217.0,-6.0,108.5
2009-04-03,2009,Houston,LA Lakers,0,81,93,190.0,-230.0,196.0,-5.5,96.0
2009-04-03,2009,Indiana,San Antonio,1,121,126,165.0,-190.0,200.5,-4.5,100.0
2009-04-03,2009,Minnesota,Utah,0,103,102,1100.0,-1400.0,202.5,-13.5,103.0
2009-04-03,2009,Oklahoma City,Portland,1,72,107,165.0,-190.0,191.0,-4.5,96.0
2009-04-03,2009,Phoenix,Sacramento,1,139,111,-2200.0,1500.0,245.0,15.0,121.0
2009-04-04,2009,Atlanta,Orlando,1,82,88,102.0,-122.0,192.0,-1.5,96.5
2009-04-04,2009,Chicago,New Jersey,1,103,94,-370.0,310.0,209.0,8.0,105.0
2009-04-04,2009,Denver,LA Clippers,1,120,104,-1750.0,1200.0,216.0,15.0,106.0
2009-04-04,2009,Detroit,Philadelphia,0,90,95,145.0,-165.0,184.5,-3.5,91.5
2009-04-04,2009,Memphis,Milwaukee,0,107,102,270.0,-330.0,201.0,-7.5,100.5
2009-04-04,2009,Miami,Washington,0,118,104,-122.0,102.0,201.5,1.5,100.5
2009-04-04,2009,New York,Toronto,1,95,102,-150.0,130.0,220.5,3.0,110.5
2009-04-05,2009,Charlotte,Detroit,0,97,104,120.0,-140.0,176.0,-2.5,86.0
2009-04-05,2009,Cleveland,San Antonio,1,101,81,-230.0,190.0,182.5,5.0,91.5
2009-04-05,2009,Dallas,Phoenix,1,140,116,-175.0,155.0,231.0,4.0,112.5
2009-04-05,2009,Denver,Minnesota,0,110,87,-300.0,250.0,208.5,7.0,103.0
2009-04-05,2009,Golden State,Sacramento,0,105,100,105.0,-125.0,242.0,-1.5,119.5
2009-04-05,2009,Houston,Portland,1,102,88,-180.0,160.0,184.5,4.0,94.0
2009-04-05,2009,Indiana,Oklahoma City,0,117,99,110.0,-130.0,211.0,-2.0,104.0
2009-04-05,2009,LA Clippers,LA Lakers,0,85,88,1500.0,-3000.0,209.5,-16.5,102.5
2009-04-05,2009,New Jersey,Philadelphia,1,96,67,120.0,-140.0,196.5,-2.5,97.5
2009-04-05,2009,New Orleans,Utah,1,94,108,-145.0,125.0,192.0,2.5,99.0
2009-04-05,2009,New York,Toronto,0,112,103,200.0,-240.0,217.5,-5.5,107.0
2009-04-07,2009,Atlanta,Toronto,0,118,110,-122.0,102.0,198.0,1.0,103.5
2009-04-07,2009,Charlotte,Philadelphia,1,101,98,-200.0,170.0,185.0,5.0,91.5
2009-04-07,2009,Chicago,New York,1,110,103,-370.0,310.0,220.0,8.0,108.0
2009-04-07,2009,Houston,Orlando,1,93,83,-120.0,100.0,187.0,1.0,94.0
2009-04-07,2009,LA Clippers,Minnesota,1,77,87,-135.0,115.0,203.0,2.0,103.5
2009-04-07,2009,LA Lakers,Sacramento,0,122,104,-1100.0,775.0,214.0,12.5,105.5
2009-04-07,2009,Memphis,Portland,1,93,96,260.0,-320.0,192.0,-7.5,97.5
2009-04-07,2009,Miami,New Orleans,1,87,93,-200.0,170.0,190.5,4.5,95.0
2009-04-07,2009,Oklahoma City,San Antonio,1,89,99,235.0,-275.0,183.5,-6.5,91.5
2009-04-08,2009,Atlanta,Milwaukee,0,113,105,-120.0,100.0,197.5,1.0,101.0
2009-04-08,2009,Boston,New Jersey,1,106,104,-600.0,400.0,195.5,9.5,98.5
2009-04-08,2009,Cleveland,Washington,1,98,86,-4000.0,2000.0,198.0,16.5,99.0
2009-04-08,2009,Dallas,Utah,1,130,101,-165.0,145.0,208.5,3.5,107.5
2009-04-08,2009,Denver,Oklahoma City,1,122,112,-1500.0,900.0,209.5,13.0,102.5
2009-04-08,2009,Detroit,New York,0,113,86,-170.0,150.0,202.5,4.0,99.0
2009-04-08,2009,Golden State,Minnesota,1,97,105,-280.0,240.0,225.0,7.0,114.0
2009-04-08,2009,Indiana,Toronto,1,130,101,-340.0,280.0,219.0,7.5,106.5
2009-04-08,2009,Memphis,Orlando,0,78,81,1500.0,-3000.0,196.5,-15.0,99.0
2009-04-08,2009,New Orleans,Phoenix,1,100,105,-145.0,125.0,221.0,3.0,109.5
2009-04-08,2009,Portland,San Antonio,0,95,83,135.0,-155.0,181.0,-3.0,90.5
2009-04-09,2009,Chicago,Philadelphia,1,113,99,-260.0,220.0,203.5,6.0,102.0
2009-04-09,2009,Denver,LA Lakers,0,102,116,350.0,-450.0,210.0,-8.5,103.0
2009-04-09,2009,Houston,Sacramento,0,115,98,-800.0,600.0,207.5,11.5,103.0
2009-04-10,2009,Atlanta,Indiana,1,122,118,-225.0,185.0,213.5,5.5,104.5
2009-04-10,2009,Boston,Miami,1,105,98,-245.0,205.0,190.5,6.0,95.0
2009-04-10,2009,Charlotte,Oklahoma City,0,81,84,-160.0,140.0,189.5,3.5,93.0
2009-04-10,2009,Cleveland,Philadelphia,0,102,92,-275.0,235.0,185.5,6.5,91.0
2009-04-10,2009,Dallas,New Orleans,1,100,92,-350.0,290.0,196.5,7.0,98.5
2009-04-10,2009,Detroit,New Jersey,1,100,93,-370.0,310.0,191.0,8.0,94.5
2009-04-10,2009,Golden State,Houston,1,109,113,215.0,-255.0,212.0,-6.0,104.0
2009-04-10,2009,LA Clippers,Sacramento,1,109,78,-185.0,160.0,216.0,4.5,103.0
2009-04-10,2009,LA Lakers,Portland,0,98,106,-102.0,-118.0,194.0,-1.0,95.5
2009-04-10,2009,Memphis,Phoenix,1,106,89,120.0,-140.0,228.0,-2.5,112.0
2009-04-10,2009,New York,Orlando,0,105,95,475.0,-650.0,210.5,-10.5,103.5
2009-04-10,2009,San Antonio,Utah,1,105,99,-125.0,105.0,193.0,1.5,98.0
2009-04-10,2009,Toronto,Washington,1,98,100,-300.0,250.0,216.0,7.0,107.5
2009-04-11,2009,Charlotte,Chicago,0,106,113,425.0,-550.0,200.5,-9.5,98.5
2009-04-11,2009,Detroit,Indiana,0,102,106,110.0,-130.0,206.5,-2.0,101.0
2009-04-11,2009,Golden State,Utah,0,118,108,1600.0,-2500.0,226.5,-14.5,111.0
2009-04-11,2009,LA Clippers,Portland,1,72,87,220.0,-260.0,195.0,-6.0,96.5
2009-04-11,2009,Milwaukee,Oklahoma City,1,115,98,-320.0,260.0,206.5,7.0,102.5
2009-04-11,2009,Minnesota,Phoenix,1,97,110,110.0,-130.0,223.5,-2.0,108.0
2009-04-11,2009,New Jersey,Orlando,1,103,93,245.0,-290.0,190.5,-6.5,95.0
2009-04-12,2009,Boston,Cleveland,0,76,107,340.0,-440.0,185.0,-8.0,92.0
2009-04-12,2009,Dallas,New Orleans,0,92,102,145.0,-165.0,194.0,-4.0,95.5
2009-04-12,2009,LA Lakers,Memphis,1,92,75,-750.0,550.0,201.0,11.0,100.0
2009-04-12,2009,Miami,New York,1,122,105,-270.0,230.0,213.0,6.5,105.0
2009-04-12,2009,Philadelphia,Toronto,0,104,111,-140.0,120.0,208.0,2.0,103.5
2009-04-12,2009,Sacramento,San Antonio,1,92,95,350.0,-450.0,202.0,-8.5,101.5
2009-04-13,2009,Charlotte,New Jersey,0,87,91,140.0,-160.0,194.5,-3.5,96.5
2009-04-13,2009,Chicago,Detroit,0,91,88,160.0,-185.0,197.0,-4.5,99.0
2009-04-13,2009,Cleveland,Indiana,0,117,109,-190.0,165.0,208.0,4.5,102.0
2009-04-13,2009,Dallas,Minnesota,1,96,94,-850.0,625.0,201.5,11.5,100.5
2009-04-13,2009,Denver,Sacramento,1,118,98,-3500.0,2250.0,224.0,17.5,110.0
2009-04-13,2009,Golden State,San Antonio,1,72,101,155.0,-175.0,209.5,-4.0,102.0
2009-04-13,2009,Houston,New Orleans,1,86,66,-370.0,310.0,184.5,8.0,93.0
2009-04-13,2009,LA Clippers,Utah,0,85,106,850.0,-1200.0,203.5,-12.5,98.5
2009-04-13,2009,Memphis,Phoenix,0,110,119,318.0,-385.0,216.5,-8.0,107.0
2009-04-13,2009,Milwaukee,Orlando,1,98,80,-270.0,230.0,195.0,6.0,96.0
2009-04-13,2009,Oklahoma City,Portland,0,83,113,775.0,-1100.0,195.0,-12.5,95.0
2009-04-13,2009,Toronto,Washington,0,97,96,120.0,-140.0,214.5,-2.5,107.5
2009-04-14,2009,Atlanta,Miami,1,81,79,-650.0,475.0,192.0,10.0,93.5
2009-04-14,2009,Boston,Philadelphia,0,100,98,230.0,-270.0,190.0,-6.5,94.5
2009-04-14,2009,LA Lakers,Utah,1,125,112,-275.0,235.0,206.5,7.0,107.5
2009-04-15,2009,Atlanta,Memphis,0,90,98,318.0,-385.0,189.0,-8.0,95.5
2009-04-15,2009,Boston,Washington,1,115,107,-210.0,175.0,192.5,4.5,97.5
2009-04-15,2009,Charlotte,Orlando,0,73,98,150.0,-170.0,183.0,-3.5,90.0
2009-04-15,2009,Chicago,Toronto,1,98,109,-700.0,525.0,214.0,10.5,105.5
2009-04-15,2009,Cleveland,Philadelphia,1,110,111,130.0,-150.0,185.0,-3.0,89.5
2009-04-15,2009,Dallas,Houston,1,95,84,-103.0,-117.0,190.0,-1.0,92.0
2009-04-15,2009,Denver,Portland,0,76,104,385.0,-485.0,198.5,-9.0,95.5
2009-04-15,2009,Detroit,Miami,0,96,102,-145.0,125.0,180.5,2.0,89.5
2009-04-15,2009,Golden State,Phoenix,0,113,117,440.0,-540.0,239.5,-9.0,116.0
2009-04-15,2009,Indiana,Milwaukee,1,115,108,-400.0,325.0,223.0,8.0,110.5
2009-04-15,2009,LA Clippers,Oklahoma City,1,85,126,-145.0,125.0,196.0,2.5,97.0
2009-04-15,2009,Minnesota,Sacramento,1,90,97,-345.0,285.0,209.5,7.5,102.0
2009-04-15,2009,New Jersey,New York,0,73,102,200.0,-240.0,211.5,-6.0,103.0
2009-04-15,2009,New Orleans,San Antonio,0,98,105,400.0,-500.0,176.0,-9.0,89.0
2009-10-27,2010,Boston,Cleveland,0,95,89,170.0,-200.0,183.5,-5.0,90.5
2009-10-27,2010,Dallas,Washington,1,91,102,-400.0,320.0,210.0,8.5,107.0
2009-10-27,2010,Houston,Portland,0,87,96,400.0,-500.0,188.0,-9.0,93.5
2009-10-27,2010,LA Clippers,LA Lakers,0,92,99,625.0,-850.0,202.0,-12.0,102.0
2009-10-28,2010,Atlanta,Indiana,1,120,109,-370.0,300.0,206.0,7.5,103.5
2009-10-28,2010,Boston,Charlotte,1,92,59,-700.0,500.0,183.0,10.0,91.0
2009-10-28,2010,Cleveland,Toronto,0,91,101,-325.0,265.0,194.0,7.5,97.5
2009-10-28,2010,Denver,Utah,1,114,105,-225.0,185.0,208.5,5.0,105.5
2009-10-28,2010,Detroit,Memphis,0,96,74,-125.0,105.0,191.0,1.5,95.0
2009-10-28,2010,Golden State,Houston,1,107,108,-230.0,190.0,213.0,5.5,105.5
2009-10-28,2010,LA Clippers,Phoenix,1,107,109,125.0,-145.0,217.0,-2.5,107.0
2009-10-28,2010,Miami,New York,1,115,93,-220.0,180.0,206.0,5.0,102.5
2009-10-28,2010,Minnesota,New Jersey,1,95,93,110.0,-130.0,194.0,-2.0,97.0
2009-10-28,2010,New Orleans,San Antonio,0,96,113,400.0,-525.0,187.5,-9.5,93.5
2009-10-28,2010,Oklahoma City,Sacramento,1,102,89,-300.0,250.0,204.5,6.5,101.0
2009-10-28,2010,Orlando,Philadelphia,1,120,106,-600.0,450.0,194.5,10.0,96.5
2009-10-29,2010,Chicago,San Antonio,1,92,85,130.0,-150.0,193.0,-3.5,96.5
2009-10-29,2010,Denver,Portland,0,97,94,270.0,-330.0,201.0,-7.0,99.5
2009-10-30,2010,Atlanta,Washington,1,100,89,-260.0,220.0,202.5,6.0,103.5
2009-10-30,2010,Boston,Chicago,1,118,90,-900.0,600.0,187.5,11.5,93.5
2009-10-30,2010,Charlotte,New York,1,102,100,-125.0,105.0,196.0,1.5,96.5
2009-10-30,2010,Cleveland,Minnesota,0,104,87,-1100.0,750.0,192.0,12.0,96.5
2009-10-30,2010,Dallas,LA Lakers,0,94,80,310.0,-380.0,204.5,-7.5,101.5
2009-10-30,2010,Detroit,Oklahoma City,1,83,91,-220.0,180.0,190.0,5.0,93.0
2009-10-30,2010,Golden State,Phoenix,0,101,123,190.0,-230.0,233.0,-5.0,114.0
2009-10-30,2010,Indiana,Miami,1,83,96,-125.0,105.0,213.0,1.5,106.5
2009-10-30,2010,LA Clippers,Utah,0,98,111,325.0,-450.0,202.5,-9.0,101.5
2009-10-30,2010,Memphis,Toronto,1,115,107,120.0,-140.0,195.0,-2.5,97.5
